"#","Title","Views","Likes","Dislikes","Comments","Reputation","Rep_v2","Rep_live","Custom","Action"
"667","REACTING TO MY FIRST YOUTUBE VIDEO | Jaclyn Hill","1,180,893","57,488","3,639","7,639","1,472","233","9,584","No","Delete"
"668","REACTING TO MY FIRST YOUTUBE VIDEO | Jaclyn Hill","721,502","43,992","2,113","5,969","1,226","197","7,430","No","Delete"
"669","REACTING TO MY FIRST YOUTUBE VIDEO | Jaclyn Hill","1,067,948","54,949","3,406","7,327","1,427","226","9,198","No","Delete"
"670","REACTING TO MY FIRST YOUTUBE VIDEO | Jaclyn Hill","1,172,557","57,247","3,621","7,575","1,467","232","9,534","No","Delete"
"671","REACTING TO MY FIRST YOUTUBE VIDEO | Jaclyn Hill","1,046,242","54,373","3,333","7,240","1,416","225","9,101","No","Delete"
"672","REACTING TO MY FIRST YOUTUBE VIDEO | Jaclyn Hill","1,155,914","56,790","3,590","7,552","1,460","231","9,480","No","Delete"
"673","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,151,594","20,563","3,675","17,311","1,231","201","10,277","No","Delete"
"674","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,240,707","21,584","3,864","18,144","1,274","207","10,721","No","Delete"
"675","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,097,645","20,039","3,472","16,739","1,205","197","9,982","No","Delete"
"676","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,236,724","21,542","3,862","18,071","1,271","207","10,688","No","Delete"
"677","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,012,688","19,181","3,141","15,869","1,164","191","9,518","No","Delete"
"678","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,217,496","21,304","3,831","17,887","1,261","205","10,590","No","Delete"
"679","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,255,834","21,773","3,880","18,299","1,283","208","10,802","No","Delete"
"680","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","842,195","17,314","2,368","13,887","1,071","177","8,431","No","Delete"
"681","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,201,699","21,110","3,803","17,772","1,254","205","10,523","No","Delete"
"682","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,251,608","21,723","3,876","18,278","1,281","208","10,789","No","Delete"
"683","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,178,775","20,802","3,743","17,600","1,244","203","10,421","No","Delete"
"684","COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy)","1,246,158","21,657","3,869","18,253","1,279","208","10,772","No","Delete"
"685","Don't Open The Wrong Mystery Door!!","1,803,124","29,379","2,080","4,362","916","155","5,249","No","Delete"
"686","Don't Open The Wrong Mystery Door!!","2,205,615","32,241","2,224","4,545","972","163","5,649","No","Delete"
"687","Don't Open The Wrong Mystery Door!!","1,553,946","27,175","1,930","4,249","874","149","4,945","No","Delete"
"688","Don't Open The Wrong Mystery Door!!","2,182,545","32,094","2,221","4,539","969","163","5,630","No","Delete"
"689","Don't Open The Wrong Mystery Door!!","1,386,977","25,635","1,787","4,142","844","144","4,712","No","Delete"
"690","Don't Open The Wrong Mystery Door!!","2,093,034","31,519","2,195","4,531","959","161","5,565","No","Delete"
"691","Don't Open The Wrong Mystery Door!!","2,295,275","32,895","2,255","4,576","984","165","5,734","No","Delete"
"692","Don't Open The Wrong Mystery Door!!","1,160,376","23,068","1,440","3,903","792","136","4,272","No","Delete"
"693","Don't Open The Wrong Mystery Door!!","1,976,097","30,764","2,160","4,478","944","159","5,458","No","Delete"
"694","Don't Open The Wrong Mystery Door!!","2,273,885","32,732","2,247","4,557","981","164","5,707","No","Delete"
"695","Don't Open The Wrong Mystery Door!!","1,898,198","30,114","2,123","4,435","932","157","5,365","No","Delete"
"696","Don't Open The Wrong Mystery Door!!","2,244,805","32,505","2,235","4,551","977","164","5,680","No","Delete"
"697","I FILLED MY SWIMMING POOL WITH 1,000 POOL FLOATIES!! ??","436,041","16,998","3,191","16,819","1,162","191","9,699","No","Delete"
"698","Stephen A.: Kevin Durant looked like he wanted no part of LeBron James in Game 1 | First Take | ESPN","1,028,031","8,444","574","3,825","505","92","2,509","No","Delete"
"699","Stephen A.: Kevin Durant looked like he wanted no part of LeBron James in Game 1 | First Take | ESPN","929,632","7,979","485","3,656","488","89","2,355","No","Delete"
"700","Wouldn't Leave","1,757,523","32,211","3,208","3,914","931","159","5,482","No","Delete"
"701","Wouldn't Leave","2,488,347","37,921","3,700","4,453","1,044","175","6,376","No","Delete"
"702","Wouldn't Leave","1,441,076","28,527","2,905","3,478","851","147","4,849","No","Delete"
"703","Wouldn't Leave","2,428,264","37,549","3,680","4,435","1,037","174","6,328","No","Delete"
"704","Wouldn't Leave","1,130,011","24,448","2,509","3,130","766","134","4,191","No","Delete"
"705","Wouldn't Leave","2,253,654","36,386","3,574","4,309","1,014","171","6,140","No","Delete"
"706","Wouldn't Leave","2,752,943","39,385","3,814","4,529","1,070","179","6,571","No","Delete"
"707","Wouldn't Leave","732,720","17,282","1,414","2,050","594","107","2,708","No","Delete"
"708","Wouldn't Leave","2,115,172","35,394","3,468","4,223","995","168","5,986","No","Delete"
"709","Wouldn't Leave","2,679,612","38,992","3,776","4,523","1,063","178","6,525","No","Delete"
"710","Wouldn't Leave","1,944,811","33,932","3,333","4,096","966","164","5,761","No","Delete"
"711","Wouldn't Leave","2,602,844","38,521","3,736","4,506","1,055","177","6,465","No","Delete"
"712","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","10,498,453","1,758,871","10,522","152,997","17,456","1,911","114,134","No","Delete"
"713","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","11,939,674","1,802,248","11,508","156,003","17,753","1,940","116,055","No","Delete"
"714","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","9,871,361","1,730,603","9,973","151,458","17,266","1,893","112,942","No","Delete"
"715","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","11,837,095","1,799,861","11,442","155,797","17,737","1,938","115,943","No","Delete"
"716","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","9,212,604","1,695,105","9,314","149,760","17,029","1,870","111,476","No","Delete"
"717","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","11,418,564","1,787,814","11,180","154,893","17,653","1,930","115,401","No","Delete"
"718","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","12,709,520","1,817,699","11,949","156,793","17,855","1,950","116,700","No","Delete"
"719","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","8,120,145","1,624,230","8,402","145,872","16,543","1,824","108,471","No","Delete"
"720","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","11,136,143","1,779,202","11,004","154,374","17,595","1,925","115,032","No","Delete"
"721","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","12,455,945","1,813,104","11,806","156,567","17,825","1,947","116,509","No","Delete"
"722","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","5,884,233","1,437,859","6,390","134,721","15,223","1,697","100,272","No","Delete"
"723","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","10,794,894","1,768,292","10,738","153,654","17,521","1,918","114,553","No","Delete"
"724","BTS (?????) 'FAKE LOVE' Official MV (Extended ver.)","12,177,960","1,807,854","11,650","156,178","17,789","1,943","116,272","No","Delete"
"725","Jurassic World Meets Parkour in Real Life","538,542","15,788","765","1,340","541","98","2,083","No","Delete"
"726","Jurassic World Meets Parkour in Real Life","1,154,125","20,982","1,168","1,592","654","115","2,850","No","Delete"
"727","Jurassic World Meets Parkour in Real Life","307,528","12,387","515","992","452","83","1,494","No","Delete"
"728","Jurassic World Meets Parkour in Real Life","1,139,752","20,861","1,160","1,592","652","115","2,835","No","Delete"
"729","Jurassic World Meets Parkour in Real Life","131,326","8,642","258","692","350","67","911","No","Delete"
"730","Jurassic World Meets Parkour in Real Life","964,306","19,421","1,026","1,546","623","111","2,632","No","Delete"
"731","Jurassic World Meets Parkour in Real Life","1,237,208","21,697","1,221","1,660","671","118","2,971","No","Delete"
"732","Jurassic World Meets Parkour in Real Life","837,341","18,357","936","1,494","600","107","2,474","No","Delete"
"733","Jurassic World Meets Parkour in Real Life","1,209,765","21,495","1,204","1,641","666","117","2,937","No","Delete"
"734","Jurassic World Meets Parkour in Real Life","675,714","16,941","851","1,388","567","102","2,249","No","Delete"
"735","Jurassic World Meets Parkour in Real Life","1,183,536","21,280","1,187","1,616","661","116","2,898","No","Delete"
"736","MNEK - Colour (Lyric Video) ft. Hailee Steinfeld","796,291","29,593","527","1,194","819","138","3,499","No","Delete"
"737","MNEK - Colour (Lyric Video) ft. Hailee Steinfeld","350,884","21,185","348","885","644","112","2,390","No","Delete"
"738","MNEK - Colour (Lyric Video) ft. Hailee Steinfeld","723,978","28,817","512","1,182","804","135","3,406","No","Delete"
"739","MNEK - Colour (Lyric Video) ft. Hailee Steinfeld","697,836","28,522","507","1,162","798","134","3,363","No","Delete"
"740","MNEK - Colour (Lyric Video) ft. Hailee Steinfeld","586,578","26,977","467","1,084","766","130","3,149","No","Delete"
"741","MNEK - Colour (Lyric Video) ft. Hailee Steinfeld","933,283","30,992","552","1,224","846","141","3,670","No","Delete"
"742","MNEK - Colour (Lyric Video) ft. Hailee Steinfeld","512,196","25,581","436","1,066","739","126","2,981","No","Delete"
"743","MNEK - Colour (Lyric Video) ft. Hailee Steinfeld","869,724","30,262","540","1,214","833","139","3,584","No","Delete"
"744","MNEK - Colour (Lyric Video) ft. Hailee Steinfeld","428,116","23,272","393","976","690","118","2,674","No","Delete"
"745","Kevin Hart is Killing It","1,007,891","13,592","553","1,117","485","89","1,695","No","Delete"
"746","Kevin Hart is Killing It","754,071","11,326","390","915","426","79","1,322","No","Delete"
"747","Final full sequence that sent Cavaliers vs. Warriors to OT [Game 1, 2018 NBA Finals] | ESPN","593,120","2,286","259","3,250","333","64","1,494","No","Delete"
"748","Queer Eye | Theme Song (All Things) Feat. Betty Who | Netflix","416,635","11,430","2,143","1,434","420","81","1,817","No","Delete"
"749","Queer Eye | Theme Song (All Things) Feat. Betty Who | Netflix","383,897","10,918","1,979","1,361","407","79","1,704","No","Delete"
"750","Queer Eye | Theme Song (All Things) Feat. Betty Who | Netflix","337,423","10,192","1,720","1,243","388","76","1,534","No","Delete"
"751","Queer Eye | Theme Song (All Things) Feat. Betty Who | Netflix","268,836","8,881","1,204","1,028","353","69","1,222","No","Delete"
"752","Queer Eye | Theme Song (All Things) Feat. Betty Who | Netflix","440,020","11,787","2,157","1,495","431","83","1,892","No","Delete"
"753","Queer Eye | Theme Song (All Things) Feat. Betty Who | Netflix","155,387","6,153","576","666","273","55","689","No","Delete"
"754","Queer Eye | Theme Song (All Things) Feat. Betty Who | Netflix","426,841","11,569","2,148","1,440","423","82","1,837","No","Delete"
"755","5 Seconds Of Summer - Youngblood (Acoustic)","608,528","52,966","336","3,771","1,323","206","7,064","No","Delete"
"756","5 Seconds Of Summer - Youngblood (Acoustic)","483,969","50,074","290","3,700","1,275","200","6,745","No","Delete"
"757","5 Seconds Of Summer - Youngblood (Acoustic)","593,710","52,702","332","3,765","1,319","206","7,035","No","Delete"
"758","5 Seconds Of Summer - Youngblood (Acoustic)","441,043","48,470","267","3,637","1,247","196","6,557","No","Delete"
"759","5 Seconds Of Summer - Youngblood (Acoustic)","587,424","52,572","328","3,764","1,317","206","7,022","No","Delete"
"760","5 Seconds Of Summer - Youngblood (Acoustic)","389,437","46,453","237","3,592","1,214","191","6,334","No","Delete"
"761","5 Seconds Of Summer - Youngblood (Acoustic)","554,819","51,944","314","3,756","1,307","204","6,955","No","Delete"
"762","5 Seconds Of Summer - Youngblood (Acoustic)","633,790","53,429","346","3,777","1,330","207","7,113","No","Delete"
"763","5 Seconds Of Summer - Youngblood (Acoustic)","322,352","43,578","202","3,545","1,165","185","6,021","No","Delete"
"764","5 Seconds Of Summer - Youngblood (Acoustic)","531,339","51,432","306","3,757","1,299","203","6,905","No","Delete"
"765","5 Seconds Of Summer - Youngblood (Acoustic)","621,962","53,226","340","3,777","1,327","207","7,092","No","Delete"
"766","5 Seconds Of Summer - Youngblood (Acoustic)","218,654","37,969","132","3,381","1,066","171","5,367","No","Delete"
"767","5 Seconds Of Summer - Youngblood (Acoustic)","506,991","50,734","296","3,720","1,286","201","6,819","No","Delete"
"768","The 1975 - Give Yourself A Try","1,790,942","119,071","3,673","10,379","2,403","350","15,595","No","Delete"
"769","The 1975 - Give Yourself A Try","2,710,974","134,370","4,744","11,875","2,621","378","17,348","No","Delete"
"770","The 1975 - Give Yourself A Try","1,558,392","112,713","3,240","9,895","2,314","339","14,895","No","Delete"
"771","The 1975 - Give Yourself A Try","2,622,041","133,260","4,664","11,798","2,607","376","17,233","No","Delete"
"772","The 1975 - Give Yourself A Try","1,352,376","106,428","2,564","9,251","2,223","326","14,101","No","Delete"
"773","The 1975 - Give Yourself A Try","2,254,848","128,146","4,319","11,372","2,536","367","16,680","No","Delete"
"774","The 1975 - Give Yourself A Try","3,350,496","140,616","5,284","12,163","2,699","388","17,950","No","Delete"
"775","The 1975 - Give Yourself A Try","1,053,884","94,875","1,727","8,155","2,050","303","12,683","No","Delete"
"776","The 1975 - Give Yourself A Try","2,094,378","125,705","4,143","11,060","2,499","363","16,375","No","Delete"
"777","The 1975 - Give Yourself A Try","3,139,606","138,676","5,122","12,069","2,675","385","17,763","No","Delete"
"778","The 1975 - Give Yourself A Try","1,936,035","122,197","3,909","10,639","2,447","356","15,946","No","Delete"
"779","The 1975 - Give Yourself A Try","2,929,319","136,677","4,939","11,984","2,650","382","17,572","No","Delete"
"780","Trying $1 Makeup From Wish","4,733,928","182,164","3,665","12,532","3,217","448","20,754","No","Delete"
"781","Trying $1 Makeup From Wish","5,296,003","190,455","4,004","13,256","3,325","461","21,563","No","Delete"
"782","Trying $1 Makeup From Wish","4,521,978","177,879","3,508","12,244","3,163","441","20,359","No","Delete"
"783","Trying $1 Makeup From Wish","5,256,565","189,993","3,982","13,207","3,319","460","21,515","No","Delete"
"784","Trying $1 Makeup From Wish","4,316,413","173,222","3,348","11,970","3,105","434","19,940","No","Delete"
"785","Trying $1 Makeup From Wish","5,103,739","187,688","3,895","12,998","3,289","457","21,290","No","Delete"
"786","Trying $1 Makeup From Wish","5,558,317","193,454","4,130","13,509","3,364","466","21,850","No","Delete"
"787","Trying $1 Makeup From Wish","3,983,030","164,650","3,051","11,518","2,997","421","19,176","No","Delete"
"788","Trying $1 Makeup From Wish","4,988,749","186,037","3,810","12,850","3,268","454","21,126","No","Delete"
"789","Trying $1 Makeup From Wish","5,504,416","192,742","4,106","13,470","3,355","465","21,789","No","Delete"
"790","Trying $1 Makeup From Wish","3,396,721","149,881","2,567","10,650","2,805","397","17,805","No","Delete"
"791","Trying $1 Makeup From Wish","4,852,700","183,949","3,726","12,686","3,241","451","20,927","No","Delete"
"792","Trying $1 Makeup From Wish","5,432,117","191,828","4,061","13,417","3,344","463","21,708","No","Delete"
"793","Peppermint | Official Trailer | In Theaters September 7th, 2018","5,155,354","2,620","62","557","173","36","267","No","Delete"
"794","Peppermint | Official Trailer | In Theaters September 7th, 2018","4,105,809","2,329","32","519","161","34","229","No","Delete"
"795","Peppermint | Official Trailer | In Theaters September 7th, 2018","5,147,118","2,596","60","555","172","36","265","No","Delete"
"796","Peppermint | Official Trailer | In Theaters September 7th, 2018","3,309,025","2,030","32","428","143","31","177","No","Delete"
"797","Peppermint | Official Trailer | In Theaters September 7th, 2018","5,144,180","2,583","58","554","171","36","263","No","Delete"
"798","Peppermint | Official Trailer | In Theaters September 7th, 2018","2,575,351","1,365","32","275","105","24","92","No","Delete"
"799","Peppermint | Official Trailer | In Theaters September 7th, 2018","5,133,886","2,534","51","542","169","35","254","No","Delete"
"800","Peppermint | Official Trailer | In Theaters September 7th, 2018","5,160,625","2,650","66","567","174","36","274","No","Delete"
"801","Peppermint | Official Trailer | In Theaters September 7th, 2018","5,121,751","2,484","45","534","167","35","247","No","Delete"
"802","Peppermint | Official Trailer | In Theaters September 7th, 2018","5,158,192","2,642","66","558","173","36","270","No","Delete"
"803","Peppermint | Official Trailer | In Theaters September 7th, 2018","4,607,807","2,410","32","523","164","34","236","No","Delete"
"804","You're Not Edgy, You're Just Lazy","1,401,875","40,667","4,976","4,770","1,084","182","6,947","No","Delete"
"805","You're Not Edgy, You're Just Lazy","1,275,973","38,277","4,692","4,502","1,037","175","6,554","No","Delete"
"806","You're Not Edgy, You're Just Lazy","1,391,651","40,489","4,957","4,760","1,080","181","6,923","No","Delete"
"807","You're Not Edgy, You're Just Lazy","1,209,603","36,971","4,454","4,239","1,008","171","6,274","No","Delete"
"808","You're Not Edgy, You're Just Lazy","1,386,148","40,397","4,949","4,747","1,079","181","6,907","No","Delete"
"809","You're Not Edgy, You're Just Lazy","1,136,734","35,598","4,175","4,083","982","167","6,029","No","Delete"
"810","You're Not Edgy, You're Just Lazy","1,361,130","39,862","4,909","4,694","1,068","180","6,825","No","Delete"
"811","You're Not Edgy, You're Just Lazy","1,420,352","41,063","5,008","4,808","1,091","183","7,007","No","Delete"
"812","You're Not Edgy, You're Just Lazy","1,005,860","33,110","3,680","3,610","927","159","5,490","No","Delete"
"813","You're Not Edgy, You're Just Lazy","1,343,120","39,493","4,871","4,630","1,060","179","6,755","No","Delete"
"814","You're Not Edgy, You're Just Lazy","1,411,892","40,889","4,991","4,782","1,087","182","6,976","No","Delete"
"815","You're Not Edgy, You're Just Lazy","795,307","28,656","2,821","2,896","831","144","4,568","No","Delete"
"816","You're Not Edgy, You're Just Lazy","1,308,257","38,771","4,779","4,563","1,046","177","6,642","No","Delete"
"817","Why this skateboarding trick should be IMPOSSIBLE ft. Rodney Mullen","687,262","37,594","908","2,949","1,027","168","5,250","No","Delete"
"818","Why this skateboarding trick should be IMPOSSIBLE ft. Rodney Mullen","635,806","35,790","864","2,857","993","163","5,014","No","Delete"
"819","Why this skateboarding trick should be IMPOSSIBLE ft. Rodney Mullen","678,130","37,342","899","2,943","1,023","167","5,220","No","Delete"
"820","Why this skateboarding trick should be IMPOSSIBLE ft. Rodney Mullen","668,467","37,199","895","2,935","1,020","167","5,201","No","Delete"
"821","Why this skateboarding trick should be IMPOSSIBLE ft. Rodney Mullen","658,869","36,771","886","2,906","1,012","165","5,142","No","Delete"
"822","Why this skateboarding trick should be IMPOSSIBLE ft. Rodney Mullen","697,217","38,069","916","2,972","1,036","169","5,311","No","Delete"
"823","Why this skateboarding trick should be IMPOSSIBLE ft. Rodney Mullen","653,296","36,514","883","2,888","1,007","165","5,107","No","Delete"
"824","Why this skateboarding trick should be IMPOSSIBLE ft. Rodney Mullen","692,357","37,810","911","2,961","1,032","168","5,279","No","Delete"
"825","Why this skateboarding trick should be IMPOSSIBLE ft. Rodney Mullen","645,873","36,145","872","2,879","1,000","164","5,063","No","Delete"
"826","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","660,857","10,193","553","1,009","399","75","1,270","No","Delete"
"827","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","478,947","8,151","479","864","341","66","972","No","Delete"
"828","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","629,707","9,806","542","968","388","73","1,206","No","Delete"
"829","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","410,341","7,077","422","814","311","61","830","No","Delete"
"830","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","612,862","9,649","538","958","383","73","1,184","No","Delete"
"831","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","348,515","6,114","347","737","282","56","688","No","Delete"
"832","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","568,102","9,226","520","934","372","71","1,125","No","Delete"
"833","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","708,014","10,664","575","1,012","410","77","1,325","No","Delete"
"834","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","260,562","4,536","237","584","230","47","460","No","Delete"
"835","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","538,171","8,935","509","922","364","70","1,086","No","Delete"
"836","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","684,910","10,468","568","1,008","406","76","1,301","No","Delete"
"837","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","146,669","2,459","77","348","151","32","186","No","Delete"
"838","Frozen The Broadway Musical's Caissie Levy Performs 'Let It Go'","505,018","8,472","487","889","351","67","1,018","No","Delete"
"839","What If You Only Drank Energy Drinks?","1,003,932","22,928","1,256","2,499","732","127","3,534","No","Delete"
"840","What If You Only Drank Energy Drinks?","918,468","21,551","1,191","2,406","702","122","3,327","No","Delete"
"841","What If You Only Drank Energy Drinks?","994,825","22,752","1,249","2,487","728","126","3,507","No","Delete"
"842","What If You Only Drank Energy Drinks?","861,225","20,779","1,134","2,327","684","120","3,194","No","Delete"
"843","What If You Only Drank Energy Drinks?","990,072","22,678","1,245","2,486","727","126","3,498","No","Delete"
"844","What If You Only Drank Energy Drinks?","791,826","19,882","1,051","2,278","665","117","3,058","No","Delete"
"845","What If You Only Drank Energy Drinks?","973,046","22,357","1,231","2,474","720","125","3,455","No","Delete"
"846","What If You Only Drank Energy Drinks?","1,020,859","23,219","1,273","2,527","739","128","3,582","No","Delete"
"847","What If You Only Drank Energy Drinks?","665,823","18,220","903","1,993","621","110","2,707","No","Delete"
"848","What If You Only Drank Energy Drinks?","959,568","22,148","1,222","2,465","716","125","3,427","No","Delete"
"849","What If You Only Drank Energy Drinks?","1,012,733","23,099","1,266","2,524","736","128","3,566","No","Delete"
"850","What If You Only Drank Energy Drinks?","488,858","15,705","690","1,616","554","99","2,203","No","Delete"
"851","What If You Only Drank Energy Drinks?","940,725","21,812","1,205","2,430","708","123","3,370","No","Delete"
"852","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","4,294,717","101,831","22,975","10,010","1,960","306","15,813","No","Delete"
"853","Wait, My Crush is Watching? | Hannah Stocking","1,020,672","44,128","3,214","3,823","1,132","186","6,640","No","Delete"
"854","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","3,443,405","91,419","20,962","9,136","1,813","286","14,520","No","Delete"
"855","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","4,198,238","100,813","22,850","9,940","1,945","304","15,697","No","Delete"
"856","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","3,259,096","88,392","19,484","8,739","1,773","280","14,043","No","Delete"
"857","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","4,146,825","100,333","22,783","9,889","1,938","303","15,635","No","Delete"
"858","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","3,030,502","84,517","17,414","8,089","1,719","273","13,355","No","Delete"
"859","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","3,931,389","97,697","22,403","9,650","1,900","297","15,310","No","Delete"
"860","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","4,450,664","103,301","23,123","10,109","1,981","309","15,977","No","Delete"
"861","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","2,635,227","77,395","13,894","7,215","1,626","260","12,173","No","Delete"
"862","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","3,742,907","95,092","21,988","9,478","1,863","293","15,006","No","Delete"
"863","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","4,378,781","102,608","23,059","10,023","1,970","307","15,886","No","Delete"
"864","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","1,980,510","65,268","9,370","6,076","1,462","237","10,274","No","Delete"
"865","Wait, My Crush is Watching? | Hannah Stocking & Lele Pons","3,549,872","92,499","21,548","9,261","1,826","287","14,685","No","Delete"
"866","Gorillaz - Humility (Official Video)","3,490,465","337,517","5,788","36,082","5,332","691","36,481","No","Delete"
"867","Gorillaz - Humility (Official Video)","16,726,752","769,666","24,651","70,391","9,436","1,141","65,308","No","Delete"
"868","Gorillaz - Humility (Official Video)","22,702,676","884,549","28,927","76,683","10,370","1,238","71,461","No","Delete"
"869","Gorillaz - Humility (Official Video)","14,705,194","722,299","22,965","66,843","9,023","1,097","62,518","No","Delete"
"870","Gorillaz - Humility (Official Video)","22,327,368","879,815","28,717","76,471","10,333","1,234","71,219","No","Delete"
"871","Gorillaz - Humility (Official Video)","12,868,346","677,780","21,114","63,518","8,631","1,056","59,829","No","Delete"
"872","Gorillaz - Humility (Official Video)","20,873,451","857,706","27,737","75,079","10,154","1,215","70,007","No","Delete"
"873","Gorillaz - Humility (Official Video)","25,016,614","911,150","30,130","78,492","10,586","1,260","72,932","No","Delete"
"874","Gorillaz - Humility (Official Video)","10,477,914","613,231","18,546","58,821","8,052","994","55,870","No","Delete"
"875","Gorillaz - Humility (Official Video)","19,726,358","837,310","26,857","73,914","9,989","1,198","68,904","No","Delete"
"876","Gorillaz - Humility (Official Video)","24,280,015","903,304","29,801","77,951","10,522","1,254","72,500","No","Delete"
"877","Gorillaz - Humility (Official Video)","7,513,047","522,388","14,233","51,082","7,196","900","49,787","No","Delete"
"878","Gorillaz - Humility (Official Video)","18,100,706","800,078","25,642","72,143","9,689","1,167","66,966","No","Delete"
"879","Gorillaz - Humility (Official Video)","23,503,231","894,107","29,379","77,250","10,447","1,246","71,977","No","Delete"
"880","Stephen A.: Kyrie Irving was tired of being treated like less than a superstar | First Take | ESPN","392,828","3,332","1,089","2,266","282","58","1,160","No","Delete"
"881","Never Do a Superhero Landing","1,073,408","29,281","1,351","4,655","939","157","5,268","No","Delete"
"882","Never Do a Superhero Landing","948,313","26,312","1,211","4,154","868","146","4,700","No","Delete"
"883","Never Do a Superhero Landing","1,064,100","29,026","1,338","4,625","934","156","5,225","No","Delete"
"884","Never Do a Superhero Landing","826,262","23,471","1,046","3,823","804","137","4,214","No","Delete"
"885","Never Do a Superhero Landing","1,056,954","28,861","1,327","4,600","930","155","5,195","No","Delete"
"886","Never Do a Superhero Landing","719,137","21,471","914","3,556","756","130","3,847","No","Delete"
"887","Never Do a Superhero Landing","1,035,267","28,325","1,291","4,513","917","153","5,093","No","Delete"
"888","Never Do a Superhero Landing","1,084,801","29,594","1,363","4,685","946","158","5,316","No","Delete"
"889","Never Do a Superhero Landing","564,330","18,889","697","3,272","698","121","3,391","No","Delete"
"890","Never Do a Superhero Landing","1,017,712","27,847","1,279","4,449","906","152","5,011","No","Delete"
"891","Never Do a Superhero Landing","1,079,702","29,459","1,358","4,673","943","157","5,295","No","Delete"
"892","Never Do a Superhero Landing","380,254","15,476","417","2,697","607","107","2,681","No","Delete"
"893","Never Do a Superhero Landing","992,966","27,214","1,256","4,362","892","150","4,900","No","Delete"
"894","THE BICYCLE OF SPRINGS","5,958,796","162,064","10,368","9,189","2,816","408","19,034","No","Delete"
"895","THE BICYCLE OF SPRINGS","2,990,250","115,190","3,938","7,037","2,254","332","14,163","No","Delete"
"896","THE BICYCLE OF SPRINGS","5,789,599","160,367","10,091","9,097","2,797","406","18,857","No","Delete"
"897","THE BICYCLE OF SPRINGS","2,524,398","104,265","3,085","6,277","2,100","312","12,922","No","Delete"
"898","THE BICYCLE OF SPRINGS","5,690,999","159,196","9,907","9,052","2,784","404","18,742","No","Delete"
"899","THE BICYCLE OF SPRINGS","2,224,160","97,139","2,649","5,789","1,996","298","12,108","No","Delete"
"900","THE BICYCLE OF SPRINGS","5,057,362","151,371","8,629","8,768","2,697","392","17,965","No","Delete"
"901","THE BICYCLE OF SPRINGS","6,169,981","164,550","10,730","9,302","2,845","412","19,279","No","Delete"
